Timestamp,"1. Do you have a social media account? (e.g., Facebook, Twitter, etc.)",2. Which social media account do you use usually?,3. Which device do you usually use to connect social media?,4. Which type of internet connection do you use?,5. How long have you been using a social media account?,6. How frequently do you post (upload status or add photos/videos) on social media? ,7. How much time do you spend daily in social media?,8. When do you usually use social media?,9. How many friends do you have on social media?,10. How many friends do you know personally in social media? ,11. How many groups you are tagged in social media?,12. What is your main purpose for using social media (e.g. Facebook)?,13. What contents do you mainly look for in your social media news feed?,14.Do you believe social media is a good thing?,"15. When you see something in social media, do you instantly believe it?",16. Have you ever experienced peer pressure due to social media?,"17. Does your emotion get influenced by other's posts (success, failure, loss)? ",18. Have you ever compared yourself with other’s success or luxurious life?,"19. Do you think, your mental wellbeing would be better if you do not use social media?","20. If answer is yes, are you trying to control that thing and trying to reduce the use of social media?",21. Please write your age in years (number).,22. Gender,23. Marital Status,24. Religion,25. Education,26. Profession,27. Monthly income,28. Area of residence,29. Living with-,30. Body weight (Kg),31. Height (m),32. Smoking habit,"1. In the past 30 days, do you feel lack of companionship?","2. In the past 30 days, there is no one I can turn to","3. In the past 30 days, I feel left out.","4. In the last 30 days, I feel isolated from others.","5. In the last 30 days, I am unhappy being so withdrawn.","6. In the last 30 days, people are around me but not with me.","7. In the last 30 days, I am an outgoing person.","8. In the last 30 days, I can find companionship when I want it.","1 In the last 30 days, little interest or pleasure in doing things.","2. In the last 30 days, feeling down, depressed or hopeless.","3. In the last 30 days, trouble falling or staying asleep, sleeping too much","4. In the last 30 days, Feeling tired or having little energy.","5. In the last 30 days, poor appetite or over-eating.","6. In the last 30 days, feeling bad about yourself-or that you are a failure or have let yourself or your family down.","7. In the last 30 days, trouble concentrating on things, such as reading the newspaper or watching television.","8. In the last 30 days, moving or speaking so slowly or the opposite-moving around a lot more than usual.","9. In the last 30 days, thoughts that you would be better off dead, or of hurting yourself.","1. In the last 30 days, I am feeling nervous, anxious, or on edge","2. In the last 30 days, I an not being able to stop or control worrying","3. In the last 30 days, I am worrying too much about different things.","4. In the last 30 days, I felt trouble in relaxing.","5. In the last 30 days, I am being so restless that it's hard to sit still","6. In the last 30 days, I becoming easily annoyed or irritable.","7. In the last 30 days, I am feeling afraid as if something awful might happen.",1. When I am usually gone to bed?,2. How long (in minutes) has it taken you to fall asleep each night?,3. When have you usually gotten up in the morning?,4. How many hours of actual sleep do you get at night?,5.  How many hours were you in bed?,"6. In last 30 days, How many times, I cannot get to sleep within 30 minutes?","7. In last 30 days, How many times, I wake up in the middle of the night or early morning?","8. In last 30 days, How many times, I had to get up to use the bathroom?","9. In last 30 days, How many times, I cannot breathe comfortably?","10. In last 30 days, How many times, I cough or snore loudly?","11. In last 30 days, How many times, I feel too cold?","12. In last 30 days, How many times, I feel too hot?","13. In last 30 days, How many times, I saw bad dreams?","14. In last 30 days, How many times, I have pain during sleep?","15. In last 30 days, How many times, I having trouble sleeping for any other reason?","16. In last 30 days, In last month, have you take medicines for sleep?","17. In last month, how many times you cannot sleep due to any program or other important case?","18. In last month, how many times you face problems to maintain program or other important case?","19. During the past month, how would you rate your sleep quality overall?"
2021-02-20 08:39:21.629,Yes,Instagram,Mobile Phone,Broadband (Wi-Fi),2-5 years,Less than 1 per day,1-3 hours,Frequently at anytime,Less than 500,All of them,5-10,To stay connected with people,To stay connected with people,Yes,,,Sometimes,Never,No,Not trying,20.0,Female,Unmarried,,Graduate Level,Unemployed including students,No income,,With family,45.0,1.6001999999999998,Non-smoker,,Never,Never,Never,Never,Never,Rarely,Often,,Not at all,Several days,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,12.01 AM to 2.00 AM,16-30,After 9.00 AM,7-8 hours,8-10 hours,Once or twice a week,Less then once a week,,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,,Not during last month,Not during last month,Not during last month,Farely good
2021-03-01 18:00:58.602,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),2-5 years,1-2 per day,,Morning,500-2000,Few of them,Less than 5,To stay connected with people,To stay connected with people,Yes,No,No,Not at all,All the times,No,Not trying,34.0,Female,Married,Muslim,Secondary Level,Housewife ,No income,Rural Area,With family,41.0,,,Never,Never,Never,Never,Never,Never,Never,Never,Several days,Several days,Several days,,Several days,Not at all,Not at all,Not at all,Not at all,Several days,Half days,Several days,Several days,Several days,Several days,Not at all,10.01 PM to 12.00 AM,,5.01 AM to 7.00 AM,7-8 hours,8-10 hours,,Less then once a week,Less then once a week,Not during last month,Less then once a week,Not during last month,Less then once a week,Once or twice a week,,Less then once a week,Not during last month,Not during last month,Not during last month,Very good
2021-03-06 11:31:20.254,Yes,Facebook,Tablet,,2-5 years,Less than 1 per day,,Night to late night,Less than 500,,10-20,For time pass,To stay connected with people,Yes,No,,Sometimes,Never,Yes,Trying to reduce the use,17.0,Female,Unmarried,Buddho,Secondary Level,Unemployed including students,No income,Rural Area,With family,47.0,1.6256,Non-smoker,Sometimes,Sometimes,Sometimes,Often,Often,Often,Rarely,Rarely,Several days,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Several days,,Several days,,Several days,Several days,Several days,Several days,Several days,Several days,,,7.01 AM to 9.00 AM,4-6 hours,5-7 hours,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Not during last month,Not during last month,Not during last month,Not during last month,Less then once a week,Three or more in week,Once or twice a week,Three or more in week,Once or twice a week,Very bad
2021-02-19 22:41:36.172,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),More than 10 years,Less than 1 per day,,Evening,Less than 500,Most of them,10-20,To stay connected with people,Get pleasure from funny posts/ memes,,No,No,Not at all,Never,No,Not trying,25.0,Female,Unmarried,Muslim,Graduate Level,I don't wanna do any job,No income,,With family,47.0,1.6256,Smoker,Never,Never,Never,Rarely,Never,Sometimes,Never,Sometimes,Several days,Not at all,,Several days,Not at all,,,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,2.01 AM to 5.00 AM,Within 15 minutes,After 9.00 AM,7-8 hours,8-10 hours,Not during last month,Not during last month,Once or twice a week,Not during last month,Not during last month,Three or more in week,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Less then once a week,Less then once a week,Very good
,,WhatsApp,Mobile Phone,Mobile data,Less than 2-year,1-2 per day,1-3 hours,Evening,,Many of them,10-20,To make new friends,Updates of current affairs/news,Yes,Yes,Yes,Not at all,,No,Not trying,15.0,Male,,,Primary level,Unemployed including students,,Rural Area,Without family,50.0,1.6764,Smoker,Never,Rarely,Rarely,Rarely,Rarely,,Often,Sometimes,Not at all,Several days,Several days,Several days,Half of days,Several days,Several days,,Half of days,Several days,Several days,Several days,Several days,Several days,Several days,Several days,12.01 AM to 2.00 AM,Within 15 minutes,After 9.00 AM,7-8 hours,8-10 hours,Not during last month,Less then once a week,,Less then once a week,Less then once a week,Once or twice a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Not during last month,Not during last month,,Very good
2021-02-20 23:13:52.960,Yes,Facebook,Mobile Phone,,5-10 years,Less than 1 per day,More than 5 hours,Frequently at anytime,2000-4000,Many of them,More than 20,To stay connected with people,Motivational/ informative contents,Yes,No,No,Sometimes,Most of the times,,Trying to reduce the use,24.0,Male,Unmarried,Muslim,Graduate Level,,No income,Urban Area,With family,58.0,1.8034,Smoker,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,,Not at all,Not at all,Several days,Several days,Nearly everyday,Nearly everyday,Several days,Not at all,Not at all,Several days,Half days,Nearly everyday,Several days,Not at all,Not at all,12.01 AM to 2.00 AM,Within 15 minutes,5.01 AM to 7.00 AM,7-8 hours,8-10 hours,Not during last month,Less then once a week,Three or more in week,Once or twice a week,Once or twice a week,Once or twice a week,Once or twice a week,Once or twice a week,,Once or twice a week,Three or more in week,Three or more in week,Once or twice a week,Farely bad
2021-02-28 13:24:53.128,Yes,Instagram,Mobile Phone,Broadband (Wi-Fi),2-5 years,3-5 per day,More than 5 hours,Frequently at anytime,More than 4000,Most of them,10-20,To make new friends,Motivational/ informative contents,Yes,Yes,No,Sometimes,Most of the times,No,Trying to reduce the use,24.0,Male,Unmarried,Muslim,Graduate Level,,No income,Urban Area,With family,58.0,1.8034,Smoker,Never,Rarely,Sometimes,Never,Never,Sometimes,Often,Sometimes,Several days,Several days,Half of days,,Not at all,Not at all,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,10.01 PM to 12.00 AM,Within 15 minutes,5.01 AM to 7.00 AM,Less than 4 hours,More than 10 hours,Less then once a week,Less then once a week,Three or more in week,Once or twice a week,Not during last month,Once or twice a week,Three or more in week,Once or twice a week,Once or twice a week,Less then once a week,Once or twice a week,Less then once a week,Less then once a week,Farely bad
2021-02-21 17:14:57.542,Yes,Facebook,Mobile Phone,Mobile data,5-10 years,,More than 5 hours,Night to late night,Less than 500,,More than 20,To stay connected with people,Get pleasure from funny posts/ memes,Yes,No,Yes,Sometimes,Never,Yes,Trying to reduce the use,24.0,Female,Unmarried,Muslim,Graduate Level,Unemployed including students,No income,Urban Area,With family,43.0,1.5494,Non-smoker,Often,Sometimes,,Sometimes,Often,,Sometimes,Never,Half of days,Nearly everyday,,Nearly everyday,,Several days,Not at all,Half of days,Not at all,Nearly everyday,,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Several days,2.01 AM to 5.00 AM,31-60,After 9.00 AM,Less than 4 hours,5-7 hours,Not during last month,Not during last month,,Not during last month,Less then once a week,Once or twice a week,Not during last month,Not during last month,Three or more in week,Three or more in week,Not during last month,Three or more in week,Three or more in week,Very bad
2021-02-27 13:10:11.010,Yes,Facebook,Mobile Phone,Mobile data,2-5 years,,More than 5 hours,Frequently at anytime,500-2000,All of them,5-10,Running business,,Yes,Yes,Yes,Always,Most of the times,No,Not trying,,Male,Unmarried,,Secondary Level,Self-employed/Entrepreneur/Business,"Above 70,000 Tk",,With family,60.0,1.8288,Smoker,Sometimes,Sometimes,Sometimes,Rarely,,Often,Sometimes,,Nearly everyday,Several days,Half of days,Several days,Nearly everyday,Not at all,Nearly everyday,Several days,Several days,Not at all,Half days,Several days,,Several days,Several days,Not at all,2.01 AM to 5.00 AM,16-30,After 9.00 AM,4-6 hours,5-7 hours,Less then once a week,,Once or twice a week,Not during last month,Three or more in week,Three or more in week,,Less then once a week,Not during last month,Once or twice a week,Not during last month,Once or twice a week,Once or twice a week,Very good
2021-02-20 00:44:21.503,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),5-10 years,Less than 1 per day,More than 5 hours,Frequently at anytime,Less than 500,Many of them,Less than 5,To stay connected with people,Motivational/ informative contents,Yes,No,,Not at all,Never,No,Not trying,24.0,Female,Married,Muslim,Masters or above,Govt. job,"Above 70,000 Tk",Rural Area,With family,52.0,1.7018,,Rarely,Rarely,Often,Rarely,Rarely,Sometimes,,Never,Nearly everyday,Not at all,Several days,Nearly everyday,Several days,Several days,Several days,Not at all,,Several days,Nearly everyday,Several days,Several days,Nearly everyday,Nearly everyday,Nearly everyday,12.01 AM to 2.00 AM,Within 15 minutes,Within 5.00 AM,,,Once or twice a week,Once or twice a week,Once or twice a week,Not during last month,Three or more in week,Three or more in week,Three or more in week,Less then once a week,,Three or more in week,Not during last month,Three or more in week,Once or twice a week,Very good
2021-03-02 20:15:32.672,Yes,Instagram,Mobile Phone,Mobile data,Less than 2-year,Less than 1 per day,Less than 1 hour,,Less than 500,Few of them,,For time pass,Motivational/ informative contents,No,Yes,Yes,Not at all,,Yes,,18.0,Female,Unmarried,Muslim,Secondary Level,Unemployed including students,No income,Rural Area,With family,,1.6001999999999998,Non-smoker,Sometimes,Sometimes,Sometimes,,,Sometimes,Sometimes,Sometimes,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Several days,10.01 PM to 12.00 AM,Within 15 minutes,Within 5.00 AM,4-6 hours,5-7 hours,,Not during last month,Not during last month,Not during last month,Less then once a week,Less then once a week,Not during last month,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Farely good
,Yes,Snapchat,Tablet,Broadband (Wi-Fi),2-5 years,3-5 per day,More than 5 hours,Frequently at anytime,2000-4000,Most of them,10-20,For time pass,,Yes,,Yes,Sometimes,Most of the times,No,Not trying,27.0,Female,Married,Muslim,Graduate Level,Housewife,No income,Urban Area,With family,49.0,1.651,Non-smoker,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Never,Half of days,Half of days,Nearly everyday,Several days,Several days,Several days,Not at all,Several days,Several days,Several days,Half days,Not at all,Not at all,Several days,Half days,Half days,,31-60,5.01 AM to 7.00 AM,4-6 hours,5-7 hours,Not during last month,Less then once a week,Less then once a week,Not during last month,,Less then once a week,Less then once a week,,Not during last month,,Not during last month,Three or more in week,Less then once a week,Very good
2021-03-07 20:33:21.852,Yes,Facebook,Mobile Phone,Mobile data,5-10 years,,1-3 hours,Frequently at anytime,Less than 500,Few of them,Less than 5,For time pass,To stay connected with people,Yes,Yes,Yes,Not at all,All the times,No,Not trying,23.0,Female,Unmarried,Muslim,Graduate Level,Unemployed including students,No income,Rural Area,Without family,45.0,1.5748,Non-smoker,Rarely,Rarely,Rarely,Rarely,Rarely,,Rarely,Rarely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,,Not at all,Not at all,Not at all,Several days,Not at all,10.01 PM to 12.00 AM,Within 15 minutes,7.01 AM to 9.00 AM,4-6 hours,8-10 hours,Not during last month,Not during last month,Not during last month,Not during last month,Less then once a week,Less then once a week,,Less then once a week,Less then once a week,Less then once a week,,Not during last month,Not during last month,Farely good
2021-03-01 21:32:22.698,Yes,,Mobile Phone,Mobile data,2-5 years,1-2 per day,1-3 hours,Morning,Less than 500,Few of them,Less than 5,For time pass,Updates of people,Yes,Yes,,Not at all,Never,Yes,,14.0,Male,Unmarried,,Primary level,Unemployed including students,No income,Rural Area,With family,51.0,1.6764,Smoker,Rarely,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Several days,Several days,Several days,,Several days,Several days,Several days,Several days,Several days,Half days,Half days,Half days,Half days,Half days,Half days,Half days,10.01 PM to 12.00 AM,,5.01 AM to 7.00 AM,,5-7 hours,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Very good
2021-02-20 13:08:00.205,Yes,,Mobile Phone,Broadband (Wi-Fi),2-5 years,More than 5 per day,,,Less than 500,Most of them,Less than 5,To stay connected with people,Get pleasure from funny posts/ memes,No,No,Yes,Sometimes,Never,Yes,Trying to reduce the use,24.0,Female,Married,Muslim,,Self-employed/Entrepreneur/Business,No income,Rural Area,With family,45.4,1.5748,Non-smoker,Rarely,Often,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Several days,Nearly everyday,Several days,Nearly everyday,Several days,Nearly everyday,,,Several days,Several days,Nearly everyday,Several days,Nearly everyday,Several days,Several days,Nearly everyday,12.01 AM to 2.00 AM,31-60,After 9.00 AM,,More than 10 hours,,Less then once a week,Three or more in week,Once or twice a week,Less then once a week,Three or more in week,Less then once a week,Less then once a week,Less then once a week,Not during last month,Less then once a week,,Not during last month,Farely good
2021-02-26 22:18:33.092,Yes,Twitter,Mobile Phone,Mobile data,2-5 years,More than 5 per day,3-5 hours,,500-2000,Many of them,,,To stay connected with people,Yes,Yes,Yes,,Most of the times,No,Not trying,,Female,Unmarried,Hindu,Secondary Level,Unemployed including students,No income,Rural Area,With family,44.0,1.5494,,,Sometimes,Often,,Sometimes,Sometimes,Never,Rarely,Not at all,Nearly everyday,,Several days,Half of days,Not at all,Not at all,Several days,,Half days,Half days,Several days,Not at all,Several days,Several days,Half days,12.01 AM to 2.00 AM,,7.01 AM to 9.00 AM,4-6 hours,5-7 hours,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,,,Once or twice a week,Not during last month,Not during last month,Very good
2021-02-22 22:14:08.814,Yes,Facebook,Desktop,Broadband (Wi-Fi),5-10 years,Less than 1 per day,Less than 1 hour,Afternoon,Less than 500,All of them,Less than 5,To stay connected with people,Updates of current affairs/news,Yes,No,No,Sometimes,Never,Yes,Trying to reduce the use,28.0,Female,Married,Muslim,Graduate Level,Housewife,No income,Urban Area,With family,50.0,1.651,Non-smoker,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Often,Nearly everyday,Not at all,Several days,Several days,Half of days,Not at all,Half of days,Not at all,Not at all,Half days,,Several days,Half days,Several days,Several days,Several days,10.01 PM to 12.00 AM,16-30,Within 5.00 AM,4-6 hours,,Not during last month,,Three or more in week,,Not during last month,,Not during last month,Less then once a week,Not during last month,Once or twice a week,Not during last month,Less then once a week,Less then once a week,Very good
2021-02-27 19:51:18.609,Yes,Facebook,Mobile Phone,Mobile data,Less than 2-year,Less than 1 per day,3-5 hours,Night to late night,Less than 500,Most of them,10-20,For time pass,Updates of people,Yes,No,No,Not at all,Never,No,Not trying,,Male,Unmarried,Muslim,Secondary Level,Unemployed including students,No income,Rural Area,With family,50.0,1.651,Smoker,Never,Never,Never,Never,Never,Never,Never,Never,Half of days,Half of days,Not at all,Half of days,Half of days,Several days,Nearly everyday,Not at all,Several days,Not at all,,Not at all,Not at all,,Not at all,,10.01 PM to 12.00 AM,16-30,,4-6 hours,5-7 hours,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Very good
2021-03-05 18:24:39.744,Yes,Facebook,,Broadband (Wi-Fi),2-5 years,Less than 1 per day,Less than 1 hour,Night to late night,Less than 500,Many of them,Less than 5,For time pass,Get pleasure from funny posts/ memes,Yes,Yes,Yes,Sometimes,Never,No,,25.0,Female,Divorced,Hindu,Graduate Level,,"40,000-70,000 Tk",Rural Area,Without family,50.0,1.651,Smoker,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Often,Several days,Several days,Several days,,Several days,Several days,Half of days,Several days,Several days,Several days,Several days,Half days,,Half days,Several days,Several days,2.01 AM to 5.00 AM,Within 15 minutes,After 9.00 AM,4-6 hours,5-7 hours,Three or more in week,Three or more in week,Three or more in week,Three or more in week,Three or more in week,Once or twice a week,Once or twice a week,Once or twice a week,Three or more in week,Three or more in week,Three or more in week,Three or more in week,Three or more in week,Very bad
